mobility_type,x_time,y_ridership_change,state,city,x_date
residential_percent_change_from_baseline,55661,20.0,California,Los Angeles County,11-Apr
retail_and_recreation_percent_change_from_baseline,55662,-64.0,California,Los Angeles County,12-Apr
grocery_and_pharmacy_percent_change_from_baseline,55662,-38.0,California,Los Angeles County,12-Apr
parks_percent_change_from_baseline,55662,-69.0,California,Los Angeles County,12-Apr
transit_stations_percent_change_from_baseline,55662,-60.0,California,Los Angeles County,12-Apr
workplaces_percent_change_from_baseline,55662,-46.0,California,Los Angeles County,12-Apr
residential_percent_change_from_baseline,55662,18.0,California,Los Angeles County,12-Apr
retail_and_recreation_percent_change_from_baseline,55663,-47.0,California,Los Angeles County,13-Apr
grocery_and_pharmacy_percent_change_from_baseline,55663,-28.0,California,Los Angeles County,13-Apr
parks_percent_change_from_baseline,55663,-47.0,California,Los Angeles County,13-Apr
transit_stations_percent_change_from_baseline,55663,-54.0,California,Los Angeles County,13-Apr
workplaces_percent_change_from_baseline,55663,-51.0,California,Los Angeles County,13-Apr
residential_percent_change_from_baseline,55663,23.0,California,Los Angeles County,13-Apr
retail_and_recreation_percent_change_from_baseline,55664,-45.0,California,Los Angeles County,14-Apr
grocery_and_pharmacy_percent_change_from_baseline,55664,-25.0,California,Los Angeles County,14-Apr
parks_percent_change_from_baseline,55664,-38.0,California,Los Angeles County,14-Apr
transit_stations_percent_change_from_baseline,55664,-51.0,California,Los Angeles County,14-Apr
workplaces_percent_change_from_baseline,55664,-51.0,California,Los Angeles County,14-Apr
residential_percent_change_from_baseline,55664,24.0,California,Los Angeles County,14-Apr
retail_and_recreation_percent_change_from_baseline,55665,-47.0,California,Los Angeles County,15-Apr
grocery_and_pharmacy_percent_change_from_baseline,55665,-21.0,California,Los Angeles County,15-Apr
parks_percent_change_from_baseline,55665,-36.0,California,Los Angeles County,15-Apr
transit_stations_percent_change_from_baseline,55665,-50.0,California,Los Angeles County,15-Apr
workplaces_percent_change_from_baseline,55665,-51.0,California,Los Angeles County,15-Apr
residential_percent_change_from_baseline,55665,24.0,California,Los Angeles County,15-Apr
retail_and_recreation_percent_change_from_baseline,55666,-55.0,California,Los Angeles County,16-Apr
grocery_and_pharmacy_percent_change_from_baseline,55666,-20.0,California,Los Angeles County,16-Apr
parks_percent_change_from_baseline,55666,-38.0,California,Los Angeles County,16-Apr
transit_stations_percent_change_from_baseline,55666,-51.0,California,Los Angeles County,16-Apr
workplaces_percent_change_from_baseline,55666,-51.0,California,Los Angeles County,16-Apr
residential_percent_change_from_baseline,55666,24.0,California,Los Angeles County,16-Apr
retail_and_recreation_percent_change_from_baseline,55667,-56.0,California,Los Angeles County,17-Apr
grocery_and_pharmacy_percent_change_from_baseline,55667,-19.0,California,Los Angeles County,17-Apr
parks_percent_change_from_baseline,55667,-42.0,California,Los Angeles County,17-Apr
transit_stations_percent_change_from_baseline,55667,-52.0,California,Los Angeles County,17-Apr
workplaces_percent_change_from_baseline,55667,-50.0,California,Los Angeles County,17-Apr
residential_percent_change_from_baseline,55667,25.0,California,Los Angeles County,17-Apr
retail_and_recreation_percent_change_from_baseline,55668,-59.0,California,Los Angeles County,18-Apr
grocery_and_pharmacy_percent_change_from_baseline,55668,-21.0,California,Los Angeles County,18-Apr
parks_percent_change_from_baseline,55668,-56.0,California,Los Angeles County,18-Apr
transit_stations_percent_change_from_baseline,55668,-50.0,California,Los Angeles County,18-Apr
workplaces_percent_change_from_baseline,55668,-38.0,California,Los Angeles County,18-Apr
residential_percent_change_from_baseline,55668,19.0,California,Los Angeles County,18-Apr
retail_and_recreation_percent_change_from_baseline,55669,-60.0,California,Los Angeles County,19-Apr
grocery_and_pharmacy_percent_change_from_baseline,55669,-25.0,California,Los Angeles County,19-Apr
parks_percent_change_from_baseline,55669,-50.0,California,Los Angeles County,19-Apr
transit_stations_percent_change_from_baseline,55669,-53.0,California,Los Angeles County,19-Apr
workplaces_percent_change_from_baseline,55669,-39.0,California,Los Angeles County,19-Apr
residential_percent_change_from_baseline,55669,16.0,California,Los Angeles County,19-Apr
retail_and_recreation_percent_change_from_baseline,55670,-54.0,California,Los Angeles County,20-Apr
grocery_and_pharmacy_percent_change_from_baseline,55670,-22.0,California,Los Angeles County,20-Apr
parks_percent_change_from_baseline,55670,-38.0,California,Los Angeles County,20-Apr
transit_stations_percent_change_from_baseline,55670,-50.0,California,Los Angeles County,20-Apr
workplaces_percent_change_from_baseline,55670,-49.0,California,Los Angeles County,20-Apr
residential_percent_change_from_baseline,55670,22.0,California,Los Angeles County,20-Apr
retail_and_recreation_percent_change_from_baseline,55671,-54.0,California,Los Angeles County,21-Apr
grocery_and_pharmacy_percent_change_from_baseline,55671,-21.0,California,Los Angeles County,21-Apr
parks_percent_change_from_baseline,55671,-35.0,California,Los Angeles County,21-Apr
transit_stations_percent_change_from_baseline,55671,-51.0,California,Los Angeles County,21-Apr
workplaces_percent_change_from_baseline,55671,-50.0,California,Los Angeles County,21-Apr
residential_percent_change_from_baseline,55671,23.0,California,Los Angeles County,21-Apr
retail_and_recreation_percent_change_from_baseline,55672,-54.0,California,Los Angeles County,22-Apr
grocery_and_pharmacy_percent_change_from_baseline,55672,-20.0,California,Los Angeles County,22-Apr
parks_percent_change_from_baseline,55672,-33.0,California,Los Angeles County,22-Apr
transit_stations_percent_change_from_baseline,55672,-51.0,California,Los Angeles County,22-Apr
workplaces_percent_change_from_baseline,55672,-50.0,California,Los Angeles County,22-Apr
residential_percent_change_from_baseline,55672,23.0,California,Los Angeles County,22-Apr
retail_and_recreation_percent_change_from_baseline,55673,-54.0,California,Los Angeles County,23-Apr
grocery_and_pharmacy_percent_change_from_baseline,55673,-19.0,California,Los Angeles County,23-Apr
parks_percent_change_from_baseline,55673,-35.0,California,Los Angeles County,23-Apr
transit_stations_percent_change_from_baseline,55673,-51.0,California,Los Angeles County,23-Apr
workplaces_percent_change_from_baseline,55673,-51.0,California,Los Angeles County,23-Apr
residential_percent_change_from_baseline,55673,24.0,California,Los Angeles County,23-Apr
retail_and_recreation_percent_change_from_baseline,55674,-54.0,California,Los Angeles County,24-Apr
grocery_and_pharmacy_percent_change_from_baseline,55674,-16.0,California,Los Angeles County,24-Apr
parks_percent_change_from_baseline,55674,-37.0,California,Los Angeles County,24-Apr
transit_stations_percent_change_from_baseline,55674,-51.0,California,Los Angeles County,24-Apr
workplaces_percent_change_from_baseline,55674,-49.0,California,Los Angeles County,24-Apr
residential_percent_change_from_baseline,55674,24.0,California,Los Angeles County,24-Apr
retail_and_recreation_percent_change_from_baseline,55675,-57.0,California,Los Angeles County,25-Apr
grocery_and_pharmacy_percent_change_from_baseline,55675,-16.0,California,Los Angeles County,25-Apr
parks_percent_change_from_baseline,55675,-48.0,California,Los Angeles County,25-Apr
transit_stations_percent_change_from_baseline,55675,-48.0,California,Los Angeles County,25-Apr
workplaces_percent_change_from_baseline,55675,-37.0,California,Los Angeles County,25-Apr
residential_percent_change_from_baseline,55675,17.0,California,Los Angeles County,25-Apr
retail_and_recreation_percent_change_from_baseline,55676,-57.0,California,Los Angeles County,26-Apr
grocery_and_pharmacy_percent_change_from_baseline,55676,-21.0,California,Los Angeles County,26-Apr
parks_percent_change_from_baseline,55676,-45.0,California,Los Angeles County,26-Apr
transit_stations_percent_change_from_baseline,55676,-52.0,California,Los Angeles County,26-Apr
workplaces_percent_change_from_baseline,55676,-39.0,California,Los Angeles County,26-Apr
residential_percent_change_from_baseline,55676,15.0,California,Los Angeles County,26-Apr
retail_and_recreation_percent_change_from_baseline,55677,-52.0,California,Los Angeles County,27-Apr
grocery_and_pharmacy_percent_change_from_baseline,55677,-19.0,California,Los Angeles County,27-Apr
parks_percent_change_from_baseline,55677,-32.0,California,Los Angeles County,27-Apr
transit_stations_percent_change_from_baseline,55677,-49.0,California,Los Angeles County,27-Apr
workplaces_percent_change_from_baseline,55677,-48.0,California,Los Angeles County,27-Apr
residential_percent_change_from_baseline,55677,21.0,California,Los Angeles County,27-Apr
retail_and_recreation_percent_change_from_baseline,55678,-52.0,California,Los Angeles County,28-Apr
grocery_and_pharmacy_percent_change_from_baseline,55678,-18.0,California,Los Angeles County,28-Apr
parks_percent_change_from_baseline,55678,-32.0,California,Los Angeles County,28-Apr
transit_stations_percent_change_from_baseline,55678,-48.0,California,Los Angeles County,28-Apr
workplaces_percent_change_from_baseline,55678,-49.0,California,Los Angeles County,28-Apr
residential_percent_change_from_baseline,55678,14.0,California,Los Angeles County,28-Apr
retail_and_recreation_percent_change_from_baseline,55679,-50.0,California,Los Angeles County,29-Apr
grocery_and_pharmacy_percent_change_from_baseline,55679,-19.0,California,Los Angeles County,29-Apr
parks_percent_change_from_baseline,55679,-34.0,California,Los Angeles County,29-Apr
transit_stations_percent_change_from_baseline,55679,-49.0,California,Los Angeles County,29-Apr
workplaces_percent_change_from_baseline,55679,-49.0,California,Los Angeles County,29-Apr
residential_percent_change_from_baseline,55679,22.0,California,Los Angeles County,29-Apr
retail_and_recreation_percent_change_from_baseline,55680,-48.0,California,Los Angeles County,30-Apr
grocery_and_pharmacy_percent_change_from_baseline,55680,-16.0,California,Los Angeles County,30-Apr
parks_percent_change_from_baseline,55680,-33.0,California,Los Angeles County,30-Apr
transit_stations_percent_change_from_baseline,55680,-48.0,California,Los Angeles County,30-Apr
workplaces_percent_change_from_baseline,55680,-50.0,California,Los Angeles County,30-Apr
residential_percent_change_from_baseline,55680,22.0,California,Los Angeles County,30-Apr
retail_and_recreation_percent_change_from_baseline,55681,-48.0,California,Los Angeles County,01-May
grocery_and_pharmacy_percent_change_from_baseline,55681,-12.0,California,Los Angeles County,01-May
parks_percent_change_from_baseline,55681,-30.0,California,Los Angeles County,01-May
transit_stations_percent_change_from_baseline,55681,-46.0,California,Los Angeles County,01-May
workplaces_percent_change_from_baseline,55681,-48.0,California,Los Angeles County,01-May
residential_percent_change_from_baseline,55681,23.0,California,Los Angeles County,01-May
retail_and_recreation_percent_change_from_baseline,55682,-51.0,California,Los Angeles County,02-May
grocery_and_pharmacy_percent_change_from_baseline,55682,-11.0,California,Los Angeles County,02-May
parks_percent_change_from_baseline,55682,-41.0,California,Los Angeles County,02-May
transit_stations_percent_change_from_baseline,55682,-43.0,California,Los Angeles County,02-May
workplaces_percent_change_from_baseline,55682,-35.0,California,Los Angeles County,02-May
residential_percent_change_from_baseline,55682,16.0,California,Los Angeles County,02-May
retail_and_recreation_percent_change_from_baseline,55683,-51.0,California,Los Angeles County,03-May
grocery_and_pharmacy_percent_change_from_baseline,55683,-17.0,California,Los Angeles County,03-May
parks_percent_change_from_baseline,55683,-35.0,California,Los Angeles County,03-May
transit_stations_percent_change_from_baseline,55683,-47.0,California,Los Angeles County,03-May
workplaces_percent_change_from_baseline,55683,-34.0,California,Los Angeles County,03-May
residential_percent_change_from_baseline,55683,13.0,California,Los Angeles County,03-May
retail_and_recreation_percent_change_from_baseline,55684,-46.0,California,Los Angeles County,04-May
grocery_and_pharmacy_percent_change_from_baseline,55684,-15.0,California,Los Angeles County,04-May
parks_percent_change_from_baseline,55684,-26.0,California,Los Angeles County,04-May
transit_stations_percent_change_from_baseline,55684,-46.0,California,Los Angeles County,04-May
workplaces_percent_change_from_baseline,55684,-46.0,California,Los Angeles County,04-May
residential_percent_change_from_baseline,55684,19.0,California,Los Angeles County,04-May
retail_and_recreation_percent_change_from_baseline,55685,-46.0,California,Los Angeles County,05-May
grocery_and_pharmacy_percent_change_from_baseline,55685,-11.0,California,Los Angeles County,05-May
parks_percent_change_from_baseline,55685,-25.0,California,Los Angeles County,05-May
transit_stations_percent_change_from_baseline,55685,-45.0,California,Los Angeles County,05-May
workplaces_percent_change_from_baseline,55685,-47.0,California,Los Angeles County,05-May
residential_percent_change_from_baseline,55685,20.0,California,Los Angeles County,05-May
retail_and_recreation_percent_change_from_baseline,55686,-47.0,California,Los Angeles County,06-May
grocery_and_pharmacy_percent_change_from_baseline,55686,-14.0,California,Los Angeles County,06-May
